staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,Fixation.started,Fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
75,0.5,1.5,103.33149639999829,,103.3155096999999,103.33149639999829,103.81917639999847,103.81917639999847,103.81917639999847,104.13693769999918,104.45050149999952,right,1.5,1,1,0.6219734000005701,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
76,0.5,1.5,104.46638869999879,,104.45080829999824,104.46638869999879,104.94962679999844,104.94962679999844,104.94962679999844,105.25162959999943,105.68613319999895,right,1.5,1,1,0.7314973000011378,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
77,0.5,1.5,105.7021539999987,,105.68676119999873,105.7021539999987,106.18629939999846,106.18629939999846,106.18629939999846,106.5037674999985,106.83599309999954,right,1.5,1,1,0.6483924000003753,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
78,0.5,1.0,106.85024579999845,,106.83644159999858,106.85024579999845,107.35011599999962,107.35011599999962,107.35011599999962,107.65357069999845,108.85346029999891,right,1.0,1,1,1.492689299999256,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
79,0.5,1.0,108.87002849999953,,108.85404029999881,108.87002849999953,109.37067659999957,109.37067659999957,109.37067659999957,109.68657529999837,110.1866773999991,left,-1.0,1,1,0.803578799999741,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
80,0.5,1.0,110.20274379999864,,110.18709299999864,110.20274379999864,110.70317689999865,110.70317689999865,110.70317689999865,111.02042359999905,111.65015249999851,right,1.0,0,0,0.9387356999995973,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
81,0.5,1.5,111.66622379999899,,111.65042039999935,111.66622379999899,112.15120899999965,112.15120899999965,112.15120899999965,112.44968529999824,113.03866069999822,left,-1.5,1,1,0.8835610000005545,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
82,0.5,1.5,113.05036349999864,,113.03900869999961,113.05036349999864,113.55370159999984,113.55370159999984,113.55370159999984,113.8686848999987,114.22405299999991,right,1.5,1,1,0.665842899999916,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
83,0.5,1.5,114.23551159999988,,114.22508639999978,114.23551159999988,114.73300789999848,114.73300789999848,114.73300789999848,115.03718299999855,116.27517079999961,right,1.5,1,1,1.5370352000009007,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
84,0.5,1.0,116.28704839999955,,116.27574559999994,116.28704839999955,116.78733569999895,116.78733569999895,116.78733569999895,117.08785979999993,117.95740329999899,right,1.0,1,1,1.1638667000006535,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
85,0.5,1.0,117.97088319999966,,117.95799019999868,117.97088319999966,118.46973379999872,118.46973379999872,118.46973379999872,118.77118939999855,119.10534189999998,left,-1.0,1,1,0.6259217000006174,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
86,0.5,1.0,119.12142569999924,,119.10598799999934,119.12142569999924,119.60432209999999,119.60432209999999,119.60432209999999,119.90528549999908,120.3549407999999,left,-1.0,1,1,0.7405885000007402,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
87,0.5,1.0,120.37093229999846,,120.35550749999857,120.37093229999846,120.86978449999879,120.86978449999879,120.86978449999879,121.18481269999938,121.57450919999974,right,1.0,1,1,0.69998730000043,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
88,0.5,1.0,121.5845264999989,,121.57495949999975,121.5845264999989,122.08811239999886,122.08811239999886,122.08811239999886,122.40474929999982,122.83745169999929,right,1.0,0,0,0.7443652999991173,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
89,0.5,1.5,122.85232459999861,,122.83788109999841,122.85232459999861,123.35126209999908,123.35126209999908,123.35126209999908,123.6552888999995,124.08551849999822,right,1.5,0,0,0.7292311000001064,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
90,0.5,2.0,124.10328429999936,,124.08587389999957,124.10328429999936,124.58914419999928,124.58914419999928,124.58914419999928,124.88844319999953,125.36770759999854,right,2.0,1,1,0.7668154999992112,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
91,0.5,2.0,125.38510639999913,,125.36802179999904,125.38510639999913,125.86974109999937,125.86974109999937,125.86974109999937,126.1715906999998,126.55438119999963,right,2.0,1,1,0.671378500001083,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
92,0.5,2.0,126.57006189999993,,126.55489169999964,126.57006189999993,127.07218089999878,127.07218089999878,127.07218089999878,127.38501919999908,128.00401079999938,right,2.0,1,1,0.9195338000008633,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
93,0.5,1.5,128.01833689999876,,128.00441229999888,128.01833689999876,128.51925899999878,128.51925899999878,128.51925899999878,128.83286559999942,129.45339219999914,right,1.5,1,1,0.9246581999996124,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
94,0.5,1.5,129.46942669999953,,129.45379749999847,129.46942669999953,129.95447909999893,129.95447909999893,129.95447909999893,130.26655609999943,130.55130799999824,right,1.5,1,1,0.5798191000012594,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
95,0.5,1.5,130.5669661999982,,130.55147489999945,130.5669661999982,131.05319139999847,131.05319139999847,131.05319139999847,131.35671319999892,131.7573046999987,right,1.5,1,1,0.6962151999996422,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
96,0.5,1.0,131.77076259999922,,131.75794389999828,131.77076259999922,132.26856399999997,132.26856399999997,132.26856399999997,132.5706083999994,133.00317649999852,right,1.0,1,1,0.7207108000002336,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
97,0.5,1.0,133.01880829999936,,133.0034827999989,133.01880829999936,133.5025431999984,133.5025431999984,133.5025431999984,133.8027719999991,133.9905190999998,right,1.0,1,1,0.4803420999996888,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
98,0.5,1.0,134.0041915999991,,133.99110879999898,134.0041915999991,134.5060846999986,134.5060846999986,134.5060846999986,134.82055239999863,135.65424799999892,right,1.0,1,1,1.1356546999995771,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
99,0.5,1.0,135.66971589999957,,135.6546129999988,135.66971589999957,136.1555386,136.1555386,136.1555386,136.45478249999906,137.48866899999848,right,1.0,1,1,1.3270188999995298,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
