staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,Fixation.started,Fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
59,0.5,1.0,80.91532159999952,,80.89822079999976,80.91532159999952,81.39770419999877,81.39770419999877,81.39770419999877,81.69926299999861,82.03288769999926,right,1.0,1,1,0.6297126000008575,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
60,0.5,1.0,82.04940929999975,,82.03330769999957,82.04940929999975,82.55114279999907,82.55114279999907,82.55114279999907,82.85126819999823,83.63235569999961,right,1.0,1,1,1.068840400001136,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
61,0.5,1.0,83.64798549999978,,83.63273489999847,83.64798549999978,84.13439839999955,84.13439839999955,84.13439839999955,84.44647939999959,84.77957839999908,left,-1.0,1,1,0.6360015000009298,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
62,0.5,1.0,84.79595159999917,,84.77974369999902,84.79595159999917,85.27881369999886,85.27881369999886,85.27881369999886,85.57922559999861,86.05464599999868,right,1.0,1,1,0.7713855000001786,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
63,0.5,1.0,86.06732389999888,,86.05528139999842,86.06732389999888,86.56630949999999,86.56630949999999,86.56630949999999,86.86852199999885,87.46454879999874,right,1.0,0,0,0.8865640000003623,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
64,0.5,1.5,87.48061609999968,,87.4648905999984,87.48061609999968,87.96433099999922,87.96433099999922,87.96433099999922,88.26917969999886,88.95501569999942,left,-1.5,1,1,0.9868664000005083,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
65,0.5,1.5,88.96614569999838,,88.95561179999822,88.96614569999838,89.46577389999948,89.46577389999948,89.46577389999948,89.76799779999965,90.28253239999867,left,-1.5,1,1,0.8037483999996766,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
66,0.5,1.5,90.29898459999822,,90.28288059999977,90.29898459999822,90.78491059999942,90.78491059999942,90.78491059999942,91.0990511,91.43221639999865,left,-1.5,1,1,0.6353192000005947,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
67,0.5,1.0,91.4486597999985,,91.43250979999902,91.4486597999985,91.93217859999822,91.93217859999822,91.93217859999822,92.23285119999855,93.05391889999919,left,-1.0,1,1,1.1166083000007347,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
68,0.5,1.0,93.06511079999837,,93.0545560999999,93.06511079999837,93.56833599999845,93.56833599999845,93.56833599999845,93.88297899999998,94.3521368999991,right,1.0,1,1,0.7698329000013473,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
69,0.5,1.0,94.3663749999996,,94.35269229999903,94.3663749999996,94.85073189999821,94.85073189999821,94.85073189999821,95.15109719999964,95.5329890999983,left,-1.0,1,1,0.6724262999996427,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
70,0.5,1.0,95.5486138999986,,95.53334469999936,95.5486138999986,96.03417489999993,96.03417489999993,96.03417489999993,96.33262309999918,97.00262599999951,right,1.0,1,1,0.959799700000076,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
71,0.5,1.0,97.01902209999935,,97.00330509999912,97.01902209999935,97.50209369999902,97.50209369999902,97.50209369999902,97.81792049999967,98.36650539999937,left,-1.0,1,1,0.8603667999996105,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
72,0.5,1.0,98.38323799999853,,98.36695549999968,98.38323799999853,98.86756759999844,98.86756759999844,98.86756759999844,99.16953719999947,99.78641519999837,right,1.0,1,1,0.902159400000528,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
73,0.5,1.0,99.80130529999951,,99.78676749999977,99.80130529999951,100.30247859999872,100.30247859999872,100.30247859999872,100.61976379999942,101.37062869999863,right,1.0,1,1,1.0507087999994837,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
74,0.5,1.0,101.38397109999823,,101.3712059999998,101.38397109999823,101.88470399999824,101.88470399999824,101.88470399999824,102.18669829999999,103.31522359999872,left,-1.0,0,0,1.4181009999992966,147072,001,2025-09-03_12h44.46.300,Adaptive Staircase Experiment - Tutorial 1.0,,2025.1.1,60.78388108738277,2025-09-03 12h44.47.922555 +0530,
