thisN,thisTrialN,thisRepN,tilt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,key_resp.started,Fixation.stopped,trial.stopped,trials.tilt,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
64,0,64,0,up,1,0.8476646000053734,None,64,0,64,0,89.7810570000438,,89.7660475000157,89.7810570000438,90.28189829998882,90.28189829998882,91.13183940004092,0,up,1,0.8476646000053734,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
65,0,65,-3,down,1,0.8126709000207484,None,65,0,65,0,91.14766660000896,,91.13217070000246,91.14766660000896,91.6309802000178,91.64768180000829,92.44846189999953,-3,down,1,0.8126709000207484,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
66,0,66,2,down,1,0.6102310999995098,None,66,0,66,0,92.46408190001966,,92.44885220000288,92.46408190001966,92.94761460000882,92.96456970000872,93.56493420002516,2,down,1,0.6102310999995098,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
67,0,67,-3,up,0,0.7313828999758698,None,67,0,67,0,93.58126589999301,,93.56531690002885,93.58126589999301,94.06486250000307,94.08199410000816,94.79947410000023,-3,up,0,0.7313828999758698,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
68,0,68,0,up,1,0.6436103000305593,None,68,0,68,0,94.81435460003559,,94.79980680003064,94.81435460003559,95.31435629999032,95.31435629999032,95.96564870001748,0,up,1,0.6436103000305593,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
69,0,69,-2,up,0,0.5237273999955505,None,69,0,69,0,95.98126810003305,,95.9661053000018,95.98126810003305,96.48111120000249,96.48111120000249,97.01497310004197,-2,up,0,0.5237273999955505,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
70,0,70,-5,down,1,0.6984164000023156,None,70,0,70,0,97.03086200001417,,97.01544480002485,97.03086200001417,97.51416050002445,97.53078660002211,98.21649270004127,-5,down,1,0.6984164000023156,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
71,0,71,0,down,0,0.7645879000192508,None,71,0,71,0,98.23079579998739,,98.21687100001145,98.23079579998739,98.73132080002688,98.73132080002688,99.498508699995,0,down,0,0.7645879000192508,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
72,0,72,0,down,0,0.5938542999792844,None,72,0,72,0,99.5139644999872,,99.49881890002871,99.5139644999872,99.99764539999887,100.01429940003436,100.59660099999746,0,down,0,0.5938542999792844,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
73,0,73,0,down,0,0.6414109999896027,None,73,0,73,0,100.61248880001949,,100.5968811000348,100.61248880001949,101.09799420001218,101.11396490002517,101.74849999998696,0,down,0,0.6414109999896027,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
74,0,74,4,down,1,0.6458664999809116,None,74,0,74,0,101.76396439998643,,101.74884010001551,101.76396439998643,102.2642147000297,102.2642147000297,102.91543749999255,4,down,1,0.6458664999809116,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
75,0,75,0,down,0,1.0224629999720491,None,75,0,75,0,102.93058610003209,,102.9158815999981,102.93058610003209,103.41320629999973,103.43081920000259,104.44834050000645,0,down,0,1.0224629999720491,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
76,0,76,-2,up,0,0.5337501000030898,None,76,0,76,0,104.46401719999267,,104.44874120003078,104.46401719999267,104.96414890000597,104.96414890000597,105.49875120003708,-2,up,0,0.5337501000030898,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
77,0,77,3,down,1,0.6560461000190116,None,77,0,77,0,105.51430030004121,,105.49916400003713,105.51430030004121,106.0145200000261,106.0145200000261,106.68157020001672,3,down,1,0.6560461000190116,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
78,0,78,0,up,1,0.896650500013493,None,78,0,78,0,106.69746090000262,,106.68190060002962,106.69746090000262,107.18093309999676,107.19654600002104,108.08190660004038,0,up,1,0.896650500013493,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
79,0,79,0,up,1,0.7268050999846309,None,79,0,79,0,108.09736120002344,,108.08229610003764,108.09736120002344,108.59758370002965,108.59758370002965,109.33135190000758,0,up,1,0.7268050999846309,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
80,0,80,0,up,1,0.6886052000336349,None,80,0,80,0,109.34747000003699,,109.33174729999155,109.34747000003699,109.83097479998833,109.8473525000154,110.53084700001637,0,up,1,0.6886052000336349,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
81,0,81,1,down,1,1.209507499996107,None,81,0,81,0,110.5469732999918,,110.53119830001378,110.5469732999918,111.03079990000697,111.04746199998772,112.24799830000848,1,down,1,1.209507499996107,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
82,0,82,0,down,0,0.6374550999607891,None,82,0,82,0,112.2638747000019,,112.24832170002628,112.2638747000019,112.74727049999638,112.76365269999951,113.39807870000368,0,down,0,0.6374550999607891,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
83,0,83,0,down,0,0.7044485000078566,None,83,0,83,0,113.41362850001315,,113.39842059998773,113.41362850001315,113.89742839999963,113.91442250000546,114.61593750002794,0,down,0,0.7044485000078566,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
84,0,84,-2,up,0,0.7496053000213578,None,84,0,84,0,114.6301101000281,,114.61628290003864,114.6301101000281,115.13025099999504,115.13025099999504,115.88166950002778,-2,up,0,0.7496053000213578,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
85,0,85,0,up,1,1.174031600006856,None,85,0,85,0,115.89652770000976,,115.88206520001404,115.89652770000976,116.39718349999748,116.39718349999748,117.58193789998768,0,up,1,1.174031600006856,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
86,0,86,-3,down,1,0.8345399999525398,None,86,0,86,0,117.59729950001929,,117.58238820004044,117.59729950001929,118.09740229998715,118.09740229998715,118.94741630001226,-3,down,1,0.8345399999525398,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
87,0,87,1,up,0,1.245676700025797,None,87,0,87,0,118.9631389999995,,118.94778370001586,118.9631389999995,119.44716640003026,119.46352420002222,120.69884650001768,1,up,0,1.245676700025797,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
88,0,88,0,up,1,0.8903110999963246,None,88,0,88,0,120.71399830002338,,120.69930600002408,120.71399830002338,121.21415120002348,121.21415120002348,122.11479210003745,0,up,1,0.8903110999963246,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
89,0,89,4,up,0,1.4139741000253707,None,89,0,89,0,122.13070330000482,,122.11523809999926,122.13070330000482,122.63033630000427,122.63033630000427,124.04799039999489,4,up,0,1.4139741000253707,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
90,0,90,0,up,1,0.8014698000042699,None,90,0,90,0,124.06309030001285,,124.0483125000028,124.06309030001285,124.56358840002213,124.56358840002213,125.38115620001918,0,up,1,0.8014698000042699,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
91,0,91,0,up,1,0.6432089000009,None,91,0,91,0,125.39709250000305,,125.38151750003453,125.39709250000305,125.88045160000911,125.8968184000114,126.53199500002665,0,up,1,0.6432089000009,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
92,0,92,0,up,1,0.7353480999590829,None,92,0,92,0,126.5473270000075,,126.53236030001426,126.5473270000075,127.04702340002405,127.04702340002405,127.79745310003636,0,up,1,0.7353480999590829,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
93,0,93,0,up,1,0.5483206000062637,None,93,0,93,0,127.81333420000738,,127.79780240001855,127.81333420000738,128.29678929998772,128.31377519998932,128.84800639998866,0,up,1,0.5483206000062637,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
94,0,94,4,down,1,1.0177960999426432,None,94,0,94,0,128.86299340002006,,128.84835710003972,128.86299340002006,129.36355710000498,129.36355710000498,130.3819952000049,4,down,1,1.0177960999426432,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
95,0,95,-5,down,1,1.0905575000215322,None,95,0,95,0,130.3970096000121,,130.3823390000034,130.3970096000121,130.89609220001148,130.89609220001148,131.997935899999,-5,down,1,1.0905575000215322,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
96,0,96,0,up,1,0.8032432000036351,None,96,0,96,0,132.01319180004066,,131.99831900000572,132.01319180004066,132.49663080001483,132.51314570003888,133.31477619998623,0,up,1,0.8032432000036351,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
97,0,97,1,down,1,1.1992891000118107,None,97,0,97,0,133.33006720000412,,133.31520070001716,133.33006720000412,133.830107900023,133.830107900023,135.03057609999087,1,down,1,1.1992891000118107,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
98,0,98,-2,up,0,0.894237799977418,None,98,0,98,0,135.0474111000076,,135.0310058000032,135.0474111000076,135.53041180002037,135.54670870001428,136.43015860003652,-2,up,0,0.894237799977418,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
99,0,99,-3,up,0,0.8764578000409529,None,99,0,99,0,136.4463509999914,,136.430597700004,136.4463509999914,136.92946070001926,136.94668160000583,137.81413240003167,-3,up,0,0.8764578000409529,None,413440,001,2025-09-11_15h18.40.670,Orient Discrimination Experiment - Tutorial 2.0,,2025.1.1,60.66102316769985,2025-09-11 15h18.41.539000 +0530,
